"","Entity.A.Type","Entity.A","Entity.B.Type","Entity.B","Connection"
"29","Person","ALAN JOHN ROGERS","Organization","SLC TURNBERRY LIMITED","Director"
"34","Person","ALEXANDER ACOSTA","Organization","BREAKTHROUGH MIAMI","Director"
"41","Person","ALEXANDER MCMILLAN","Organization","NITTO WORLD CO. LIMITED","Director"
"44","Person","ALEXANDER NIX","Organization","SCL GROUP","Director"
"55","Person","ALLEN WEISSELBERG","Organization","TRUMP INTERNATIONAL GOLF CLUB SCOTLAND LIMITED","Director"
"70","Person","ANAND PATEL","Organization","MAR-A-LAGO CLUB, INC","Member"
"78","Person","ANDREA SCHLOSSBERG","Organization","MAR-A-LAGO CLUB, INC","Member"
"90","Person","ANDREW GREENBAUM","Organization","MAR-A-LAGO CLUB, INC","Member"
"101","Person","ANDY PUZDER","Organization","THE INTERNATIONAL FRANCHISE ASSOCIATION","Director"
"107","Person","ANNA MARIA LEDERMANN","Organization","MAR-A-LAGO CLUB, INC","Member"
"114","Person","ARLENE LEVINE","Organization","MAR-A-LAGO CLUB, INC","Member"
"116","Person","ARTHUR LEVINE","Organization","MAR-A-LAGO CLUB, INC","Member"
"120","Person","ASHLEY THOMPSON SIDMAN","Organization","THE ERIC TRUMP FOUNDATION","Director"
"123","Person","AUDREY SCHWARTZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"136","Person","BARBARA KROIZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"146","Person","BEN CARSON","Organization","ALPHA OMEGA ALPHA HONOR MEDICAL SOCIETY","Member"
"147","Person","BEN CARSON","Organization","AMERICAN ACADEMY OF ACHIEVEMENT","Member"
"151","Person","BEN CARSON","Organization","BERG, LLC","Member"
"156","Person","BEN CARSON","Organization","HORATIO ALGER ASSOCIATION OF DISTINGUISHED AMERICANS","Member"
"172","Person","BETSY DEVOS","Organization","AMERICAN FEDERATION FOR CHILDREN ACTION FUND, INC.","Director"
"173","Person","BETSY DEVOS","Organization","AMERICAN OPPORTUNITY ALLIANCE","Member"
"175","Person","BETSY DEVOS","Organization","BAY HARBOR YACHT CLUB","Member"
"177","Person","BETSY DEVOS","Organization","BIRCHWOOD FARMS GOLF & COUNTRY CLUB","Member"
"178","Person","BETSY DEVOS","Organization","CASCADE HILLS COUNTRY CLUB","Member"
"181","Person","BETSY DEVOS","Organization","DETROIT ATHLETIC CLUB","Member"
"195","Person","BETSY DEVOS","Organization","MACATAWA BAY YACHT CLUB","Member"
"200","Person","BETSY DEVOS","Organization","RCB MAIN FLOOR, LLC (D/B/A ""RESERVE GR, LLC"")","Director"
"201","Person","BETSY DEVOS","Organization","RDV CORPORATION","Director"
"202","Person","BETSY DEVOS","Organization","RDV SPORTS, INC","Director"
"207","Person","BETSY DEVOS","Organization","THE STOW COMPANY","Director"
"208","Person","BETSY DEVOS","Organization","THE STOW COMPANY — HOLLAND, INC.","Director"
"210","Person","BETSY DEVOS","Organization","WINDSOR CLUB","Member"
"211","Person","BETSY DEVOS","Organization","WISKOWHAN PLAYERS CLUB","Member"
"212","Person","BETSY DEVOS","Organization","YACHT CLUB OF COSTA SMERALDA","Member"
"214","Person","BILL BELICHICK","Organization","MAR-A-LAGO CLUB, INC","Member"
"231","Person","BRENDA AXELROD","Organization","MAR-A-LAGO CLUB, INC","Member"
"232","Person","BRIAN ASIDMAN","Organization","THE ERIC TRUMP FOUNDATION","Director"
"236","Person","BRIAN BURNS","Organization","MAR-A-LAGO CLUB, INC","Member"
"239","Person","BRITTANY HEBERT","Organization","THE ERIC TRUMP FOUNDATION","Director"
"240","Person","BRUCE E. TOLL","Organization","MAR-A-LAGO CLUB, INC","Member"
"251","Person","CARLIN AXELROD","Organization","MAR-A-LAGO CLUB, INC","Member"
"252","Person","CARLOS ARREDONDO","Organization","MAR-A-LAGO CLUB, INC","Member"
"254","Person","CAROL GLAZER","Organization","MAR-A-LAGO CLUB, INC","Member"
"255","Person","CAROLE HANKIN","Organization","MAR-A-LAGO CLUB, INC","Member"
"257","Person","CAROLYN SAKOLSKY","Organization","MAR-A-LAGO CLUB, INC","Member"
"261","Person","CATHY SOLOMON","Organization","MAR-A-LAGO CLUB, INC","Member"
"262","Person","CESAR CONDE","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"264","Person","CHARLES COLLETTA","Organization","NITTO WORLD CO. LIMITED","Director"
"265","Person","CHARLES COLLETTA","Organization","SLC TURNBERRY LIMITED","Director"
"279","Person","CHARLES KUSHNER","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"283","Person","CHARLES R. SCHWAB","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"294","Person","CHRISTINE FOTI","Organization","MAR-A-LAGO CLUB, INC","Member"
"295","Person","CHRISTL MAHFOUZ","Organization","THE ERIC TRUMP FOUNDATION","Director"
"296","Person","CHRISTOPHER JOHN ROUSE","Organization","NITTO WORLD CO. LIMITED","Director"
"297","Person","CHRISTOPHER RUDDY","Organization","MAR-A-LAGO CLUB, INC","Member"
"301","Person","CINDY SITES","Organization","MAR-A-LAGO CLUB, INC","Member"
"308","Person","CLIFFORD LANE","Organization","MAR-A-LAGO CLUB, INC","Member"
"315","Person","CONDOLEEZA RICE","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"324","Person","CYNTHIA HIRSCH","Organization","MAR-A-LAGO CLUB, INC","Member"
"336","Person","DAN SCAVINO","Organization","THE ERIC TRUMP FOUNDATION","Director"
"337","Person","DANIEL BOUAZIZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"342","Person","DARA ORBACH","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"345","Person","DAVID BOSSIE","Organization","CITIZENS UNITED FOUNDATION","President"
"403","Person","DAVID THOMAS SPENCER","Organization","NITTO WORLD CO. LIMITED","Director"
"404","Person","DAVID THOMAS SPENCER","Organization","SLC TURNBERRY LIMITED","Director"
"409","Person","DEANNE HUTCHINSON","Organization","MAR-A-LAGO CLUB, INC","Member"
"410","Person","DEBBIE BERMAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"411","Person","DEBORAH ROBINSON","Organization","MAR-A-LAGO CLUB, INC","Member"
"422","Person","DIANE LOKEY FARB","Organization","MAR-A-LAGO CLUB, INC","Member"
"473","Person","DON MCGAHN","Organization","FEDERAL ELECTION COMMISSION","Member"
"495","Person","DONALD J. TRUMP","Organization","3126 CORPORATION","President"
"496","Person","DONALD J. TRUMP","Organization","4 SHADOW TREE LANE LLC","President"
"497","Person","DONALD J. TRUMP","Organization","4 SHADOW TREE LANE MEMBER CORP.","President"
"498","Person","DONALD J. TRUMP","Organization","40 WALL DEVELOPMENT ASSOCIATES LLC","President"
"499","Person","DONALD J. TRUMP","Organization","40 WALL STREET COMMERCIAL LLC","President"
"500","Person","DONALD J. TRUMP","Organization","40 WALL STREET LLC","President"
"501","Person","DONALD J. TRUMP","Organization","40 WALL STREET MEMBER CORP.","President"
"502","Person","DONALD J. TRUMP","Organization","401 MEZZ VENTURE LLC","President"
"503","Person","DONALD J. TRUMP","Organization","401 NORTH WABASH VENTURE LLC","President"
"504","Person","DONALD J. TRUMP","Organization","55 WALL DEVELOPMENT CORP.","President"
"505","Person","DONALD J. TRUMP","Organization","767 MANAGER LLC","President"
"506","Person","DONALD J. TRUMP","Organization","809 NORTH CANON LLC","President"
"507","Person","DONALD J. TRUMP","Organization","809 NORTH CANON MEMBER CORPORATION","President"
"508","Person","DONALD J. TRUMP","Organization","81 PINE NOTE HOLDER INC","President"
"525","Person","DONALD J. TRUMP","Organization","AVIATION PAYROLL COMPANY","President"
"526","Person","DONALD J. TRUMP","Organization","B PLAZA REALTY CORP.","President"
"532","Person","DONALD J. TRUMP","Organization","BEDFORD HILLS CORP.","President"
"543","Person","DONALD J. TRUMP","Organization","BRIAR HALL OPERATIONS LLC","Member"
"544","Person","DONALD J. TRUMP","Organization","BRIARCLIFF PROPERTIES, INC.","President"
"545","Person","DONALD J. TRUMP","Organization","C DEVELOPMENT VENTURES LLC","President"
"546","Person","DONALD J. TRUMP","Organization","C DEVELOPMENT VENTURES MEMBER CORP.","President"
"547","Person","DONALD J. TRUMP","Organization","CARIBUSINESS MRE LLC","Member"
"550","Person","DONALD J. TRUMP","Organization","CHELSEA HALL LLC","Member"
"551","Person","DONALD J. TRUMP","Organization","CHICAGO UNIT ACQUISITION LLC","President"
"552","Person","DONALD J. TRUMP","Organization","CHINA TRADEMARK LLC","President"
"559","Person","DONALD J. TRUMP","Organization","CORONET HALL INC.","President"
"561","Person","DONALD J. TRUMP","Organization","D B PACE ACQUISITION MEMBER CORP.","President"
"562","Person","DONALD J. TRUMP","Organization","D B PACE ACQUISITION, LLC","President"
"569","Person","DONALD J. TRUMP","Organization","DEVELOPMENT MEMBER INC.","President"
"571","Person","DONALD J. TRUMP","Organization","DJ AEROSPACE (BERMUDA) LIMITED","President"
"572","Person","DONALD J. TRUMP","Organization","DJT AEROSPACE LLC","President"
"573","Person","DONALD J. TRUMP","Organization","DJT ENTREPRENEUR MANAGING MEMBER LLC","President"
"574","Person","DONALD J. TRUMP","Organization","DJT ENTREPRENEUR MEMBER LLC","President"
"575","Person","DONALD J. TRUMP","Organization","DJT HOLDINGS LLC","President"
"576","Person","DONALD J. TRUMP","Organization","DJT HOLDINGS MANAGING MEMBER LLC","President"
"577","Person","DONALD J. TRUMP","Organization","DJT LAND HOLDINGS MEMBER CORP.","President"
"578","Person","DONALD J. TRUMP","Organization","DJT OPERATIONS CX LLC","President"
"579","Person","DONALD J. TRUMP","Organization","DJT OPERATIONS I LLC","President"
"580","Person","DONALD J. TRUMP","Organization","DJT OPERATIONS II LLC","President"
"582","Person","DONALD J. TRUMP","Organization","DONALD J. TRUMP ENTERPRISES II LLC","Member"
"583","Person","DONALD J. TRUMP","Organization","DONALD J. TRUMP ENTERPRISES III LLC","Member"
"584","Person","DONALD J. TRUMP","Organization","DONALD J. TRUMP ENTERPRISES LLC","Member"
"586","Person","DONALD J. TRUMP","Organization","DSN LICENSING LLC","President"
"587","Person","DONALD J. TRUMP","Organization","DSN LICENSING MEMBER CORP.","President"
"588","Person","DONALD J. TRUMP","Organization","DT APP WARRANT HOLDING LLC","President"
"589","Person","DONALD J. TRUMP","Organization","DT APP WARRANT HOLDING MANAGING MEMBER CORP.","President"
"590","Person","DONALD J. TRUMP","Organization","DT BALI GOLF MANAGER LLC","President"
"591","Person","DONALD J. TRUMP","Organization","DT BALI GOLF MANAGER MEMBER CORP.","President"
"592","Person","DONALD J. TRUMP","Organization","DT BALI HOTEL MANAGER LLC","President"
"593","Person","DONALD J. TRUMP","Organization","DT BALI HOTEL MANAGER MEMBER CORP.","President"
"594","Person","DONALD J. TRUMP","Organization","DT BALI TECHNICAL SERVICES MANAGER LLC","President"
"595","Person","DONALD J. TRUMP","Organization","DT BALI TECHNICAL SERVICES MANAGER MEMBER CORP.","President"
"596","Person","DONALD J. TRUMP","Organization","DT CONNECT EUROPE LIMITED","Director"
"597","Person","DONALD J. TRUMP","Organization","DT CONNECT II LLC","President"
"598","Person","DONALD J. TRUMP","Organization","DT CONNECT II MEMBER CORP.","President"
"599","Person","DONALD J. TRUMP","Organization","DT CONNECT LLC","President"
"600","Person","DONALD J. TRUMP","Organization","DT CONNECT MANAGING MEMBER CORP.","President"
"601","Person","DONALD J. TRUMP","Organization","DT DUBAI GOLF MANAGER LLC","President"
"602","Person","DONALD J. TRUMP","Organization","DT DUBAI GOLF MANAGER MEMBER CORP.","President"
"603","Person","DONALD J. TRUMP","Organization","DT DUBAI II GOLF MANAGER LLC","President"
"604","Person","DONALD J. TRUMP","Organization","DT DUBAI II GOLF MANAGER MEMBER CORP.","President"
"605","Person","DONALD J. TRUMP","Organization","DT ENDEAVOR I LLC","President"
"606","Person","DONALD J. TRUMP","Organization","DT ENDEAVOR I MEMBER CORP.","President"
"607","Person","DONALD J. TRUMP","Organization","DT HOME MARKS INTERNATIONAL LLC","President"
"608","Person","DONALD J. TRUMP","Organization","DT HOME MARKS INTERNATIONAL MEMBER CORP.","President"
"609","Person","DONALD J. TRUMP","Organization","DT INDIA VENTURE LLC","President"
"610","Person","DONALD J. TRUMP","Organization","DT INDIA VENTURE MANAGING MEMBER CORP.","President"
"611","Person","DONALD J. TRUMP","Organization","DT JEDDAH TECHNICAL SERVICES ADVISOR LLC","President"
"612","Person","DONALD J. TRUMP","Organization","DT JEDDAH TECHNICAL SERVICES ADVISOR MEMBER CORP.","President"
"613","Person","DONALD J. TRUMP","Organization","DT JEDDAH TECHNICAL SERVICES MANAGER LLC","President"
"614","Person","DONALD J. TRUMP","Organization","DT JEDDAH TECHNICAL SERVICES MANAGER MEMBER CORP.","President"
"615","Person","DONALD J. TRUMP","Organization","DT LIDO GOLF MANAGER LLC","President"
"616","Person","DONALD J. TRUMP","Organization","DT LIDO GOLF MANAGER MEMBER CORP.","President"
"617","Person","DONALD J. TRUMP","Organization","DT LIDO HOTEL MANAGER LLC","President"
"618","Person","DONALD J. TRUMP","Organization","DT LIDO HOTEL MANAGER MEMBER CORP.","President"
"619","Person","DONALD J. TRUMP","Organization","DT LIDO TECHNICAL SERVICES MANAGER LLC","President"
"620","Person","DONALD J. TRUMP","Organization","DT LIDO TECHNICAL SERVICES MANAGER MEMBER CORP.","President"
"621","Person","DONALD J. TRUMP","Organization","DT MARKS BAKU LLC","President"
"622","Person","DONALD J. TRUMP","Organization","DT MARKS BAKU MANAGING MEMBER CORP.","President"
"623","Person","DONALD J. TRUMP","Organization","DT MARKS BALI LLC","President"
"624","Person","DONALD J. TRUMP","Organization","DT MARKS BALI MEMBER CORP.","President"
"625","Person","DONALD J. TRUMP","Organization","DT MARKS DUBAI II LLC","President"
"626","Person","DONALD J. TRUMP","Organization","DT MARKS DUBAI II MEMBER CORP.","President"
"627","Person","DONALD J. TRUMP","Organization","DT MARKS DUBAI LLC","President"
"628","Person","DONALD J. TRUMP","Organization","DT MARKS DUBAI MEMBER CORP.","President"
"629","Person","DONALD J. TRUMP","Organization","DT MARKS GURGAON LLC","President"
"630","Person","DONALD J. TRUMP","Organization","DT MARKS GURGAON MANAGING MEMBER CORP.","President"
"631","Person","DONALD J. TRUMP","Organization","DT MARKS JERSEY CITY LLC","President"
"632","Person","DONALD J. TRUMP","Organization","DT MARKS JUPITER LLC","President"
"633","Person","DONALD J. TRUMP","Organization","DT MARKS LIDO LLC","President"
"634","Person","DONALD J. TRUMP","Organization","DT MARKS LIDO MEMBER CORP.","President"
"635","Person","DONALD J. TRUMP","Organization","DT MARKS PRODUCTS INTERNATIONAL LLC","President"
"636","Person","DONALD J. TRUMP","Organization","DT MARKS PRODUCTS INTERNATIONAL MEMBER CORP.","President"
"637","Person","DONALD J. TRUMP","Organization","DT MARKS PUNE II LLC","President"
"638","Person","DONALD J. TRUMP","Organization","DT MARKS PUNE II MANAGING MEMBER CORP.","President"
"639","Person","DONALD J. TRUMP","Organization","DT MARKS PUNE LLC","President"
"640","Person","DONALD J. TRUMP","Organization","DT MARKS PUNE MANAGING MEMBER CORP.","President"
"641","Person","DONALD J. TRUMP","Organization","DT MARKS QATAR LLC","President"
"642","Person","DONALD J. TRUMP","Organization","DT MARKS QATAR MEMBER CORP.","President"
"643","Person","DONALD J. TRUMP","Organization","DT MARKS RIO LLC","President"
"644","Person","DONALD J. TRUMP","Organization","DT MARKS RIO MEMBER CORP.","President"
"645","Person","DONALD J. TRUMP","Organization","DT MARKS VANCOUVER LP","President"
"646","Person","DONALD J. TRUMP","Organization","DT MARKS VANCOUVER MANAGER CORP.","President"
"647","Person","DONALD J. TRUMP","Organization","DT MARKS WORLI LLC","President"
"648","Person","DONALD J. TRUMP","Organization","DT MARKS WORLI MEMBER CORP.","President"
"649","Person","DONALD J. TRUMP","Organization","DT TOWER GURGAON LLC","President"
"650","Person","DONALD J. TRUMP","Organization","DT TOWER GURGAON MANAGING MEMBER CORP.","President"
"651","Person","DONALD J. TRUMP","Organization","DT TOWER I LLC","President"
"652","Person","DONALD J. TRUMP","Organization","DT TOWER I MEMBER CORP.","President"
"653","Person","DONALD J. TRUMP","Organization","DT TOWER II LLC","President"
"654","Person","DONALD J. TRUMP","Organization","DT TOWER II MEMBER CORP.","President"
"655","Person","DONALD J. TRUMP","Organization","DT TOWER KOLKATA LLC","President"
"656","Person","DONALD J. TRUMP","Organization","DT TOWER KOLKATA MANAGING MEMBER CORP.","President"
"657","Person","DONALD J. TRUMP","Organization","DT VENTURE I LLC","President"
"658","Person","DONALD J. TRUMP","Organization","DT VENTURE I MEMBER CORP.","President"
"659","Person","DONALD J. TRUMP","Organization","DT VENTURE II LLC","President"
"660","Person","DONALD J. TRUMP","Organization","DT VENTURE II MEMBER CORP.","President"
"661","Person","DONALD J. TRUMP","Organization","DTTM OPERATIONS LLC","President"
"662","Person","DONALD J. TRUMP","Organization","DTTM OPERATIONS MANAGING MEMBER CORP.","President"
"663","Person","DONALD J. TRUMP","Organization","DTW VENTURE LLC","Member"
"664","Person","DONALD J. TRUMP","Organization","DTW VENTURE MANAGING MEMBER CORP.","President"
"667","Person","DONALD J. TRUMP","Organization","EID VENTURE I CORPORATION","President"
"668","Person","DONALD J. TRUMP","Organization","EID VENTURE I LLC","Member"
"669","Person","DONALD J. TRUMP","Organization","EID VENTURE II LLC","President"
"670","Person","DONALD J. TRUMP","Organization","EID VENTURE II MEMBER CORP.","President"
"677","Person","DONALD J. TRUMP","Organization","EXCEL VENTURE I CORP.","President"
"678","Person","DONALD J. TRUMP","Organization","EXCEL VENTURE I LLC","President"
"680","Person","DONALD J. TRUMP","Organization","FIFTY SEVENTH STREET ASSOCIATES LLC","President"
"682","Person","DONALD J. TRUMP","Organization","FIRST MEMBER, INC.","President"
"683","Person","DONALD J. TRUMP","Organization","FLIGHTS INC.","President"
"684","Person","DONALD J. TRUMP","Organization","FLORIDA PROPERTIES MANAGEMENT LLC","Member"
"685","Person","DONALD J. TRUMP","Organization","FONTAINBLEU APARTMENTS LLC","Member"
"692","Person","DONALD J. TRUMP","Organization","GOLF PRODUCTIONS LLC","President"
"693","Person","DONALD J. TRUMP","Organization","GOLF PRODUCTIONS MEMBER CORP.","President"
"694","Person","DONALD J. TRUMP","Organization","GOLF RECREATION SCOTLAND LIMITED","Director"
"696","Person","DONALD J. TRUMP","Organization","HELICOPTER AIR SERVICES, INC.","President"
"697","Person","DONALD J. TRUMP","Organization","HIGHLANDER HALL, INC.","President"
"705","Person","DONALD J. TRUMP","Organization","IDENTITY THEFT PRODUCTIONS LLC","President"
"706","Person","DONALD J. TRUMP","Organization","IDENTITY THEFT PRODUCTIONS MEMBER CORP.","President"
"708","Person","DONALD J. TRUMP","Organization","INDIAN HILLS HOLDINGS LLC","President"
"734","Person","DONALD J. TRUMP","Organization","JUPITER GOLF CLUB LLC","President"
"735","Person","DONALD J. TRUMP","Organization","JUPITER GOLF CLUB MANAGING MEMBER CORP.","President"
"743","Person","DONALD J. TRUMP","Organization","LAMINGTON FAMILY HOLDINGS LLC","President"
"744","Person","DONALD J. TRUMP","Organization","LAWRENCE TOWERS APARTMENTS LLC","Member"
"745","Person","DONALD J. TRUMP","Organization","LFB ACQUISITION LLC","President"
"746","Person","DONALD J. TRUMP","Organization","LFB ACQUISITION MEMBER CORP.","President"
"753","Person","DONALD J. TRUMP","Organization","MAR-A-LAGO CLUB, INC","President"
"754","Person","DONALD J. TRUMP","Organization","MAR-A-LAGO CLUB, LLC","President"
"772","Person","DONALD J. TRUMP","Organization","MOBILE PAYROLL CONSTRUCTION LLC","President"
"773","Person","DONALD J. TRUMP","Organization","MOBILE PAYROLL CONSTRUCTION MANAGER CORP.","President"
"776","Person","DONALD J. TRUMP","Organization","NITTO WORLD CO. LIMITED","Director"
"778","Person","DONALD J. TRUMP","Organization","OCEAN DEVELOPMENT MEMBER, INC.","President"
"779","Person","DONALD J. TRUMP","Organization","OCEAN DEVELOPMENT SERVICES LLC","Member"
"782","Person","DONALD J. TRUMP","Organization","OPO HOTEL MANAGER LLC","President"
"783","Person","DONALD J. TRUMP","Organization","OPO HOTEL MANAGER MEMBER CORP.","President"
"784","Person","DONALD J. TRUMP","Organization","OWO DEVELOPER LLC","President"
"785","Person","DONALD J. TRUMP","Organization","PANAMA OCEAN CLUB MANAGEMENT LLC","President"
"786","Person","DONALD J. TRUMP","Organization","PANAMA OCEAN CLUB MANAGEMENT MEMBER CORP.","President"
"788","Person","DONALD J. TRUMP","Organization","PARAMOUNT RPV HOLDINGS LLC","President"
"789","Person","DONALD J. TRUMP","Organization","PARAMOUNT RPV HOLDINGS MANAGER CORP.","President"
"790","Person","DONALD J. TRUMP","Organization","PARC CONSULTING, INC.","President"
"798","Person","DONALD J. TRUMP","Organization","PINE HILL DEVELOPMENT LLC","President"
"799","Person","DONALD J. TRUMP","Organization","PINE HILL DEVELOPMENT MANAGING MEMBER CORP.","President"
"800","Person","DONALD J. TRUMP","Organization","PLAZA CONSULTING CORP.","President"
"801","Person","DONALD J. TRUMP","Organization","POKER VENTURE LLC","President"
"802","Person","DONALD J. TRUMP","Organization","POKER VENTURE MANAGING MEMBER CORP.","President"
"808","Person","DONALD J. TRUMP","Organization","REG TRU EQUITIES, LTD.","President"
"810","Person","DONALD J. TRUMP","Organization","RESTAURANT 40 LLC","President"
"811","Person","DONALD J. TRUMP","Organization","RESTAURANT 40 MEMBER CORP.","President"
"825","Person","DONALD J. TRUMP","Organization","RPV DEVELOPMENT LLC","President"
"834","Person","DONALD J. TRUMP","Organization","SCOTLAND ACQUISITIONS LLC","President"
"841","Person","DONALD J. TRUMP","Organization","SENTIENT JETS LLC","Member"
"842","Person","DONALD J. TRUMP","Organization","SENTIENT JETS MEMBER CORP.","President"
"844","Person","DONALD J. TRUMP","Organization","SEVEN SPRINGS LLC","President"
"847","Person","DONALD J. TRUMP","Organization","SHORE HAVEN APT#1, INC.","President"
"848","Person","DONALD J. TRUMP","Organization","SHORE HAVEN MANAGEMENT CORP.","President"
"849","Person","DONALD J. TRUMP","Organization","SHORE HAVEN SHOPPING CENTER LLC","Member"
"864","Person","DONALD J. TRUMP","Organization","SUSSEX HALL INC.","President"
"865","Person","DONALD J. TRUMP","Organization","T INTERNATIONAL REALTY LLC","President"
"867","Person","DONALD J. TRUMP","Organization","TC MARKS BUENOS AIRES LLC","President"
"869","Person","DONALD J. TRUMP","Organization","THC BAKU HOTEL MANAGER SERVICES LLC","President"
"870","Person","DONALD J. TRUMP","Organization","THC BAKU HOTEL MANAGER SERVICES MEMBER CORP.","President"
"871","Person","DONALD J. TRUMP","Organization","THC BAKU SERVICES LLC","President"
"872","Person","DONALD J. TRUMP","Organization","THC BAKU SERVICES MEMBER CORP.","President"
"873","Person","DONALD J. TRUMP","Organization","THC BARRA HOTELARIA LTDA","Member"
"874","Person","DONALD J. TRUMP","Organization","THC CENTRAL RESERVATIONS LLC","President"
"875","Person","DONALD J. TRUMP","Organization","THC CENTRAL RESERVATIONS MEMBER CORP.","President"
"876","Person","DONALD J. TRUMP","Organization","THC CHINA DEVELOPMENT LLC","President"
"877","Person","DONALD J. TRUMP","Organization","THC CHINA DEVELOPMENT MANAGEMENT CORP.","President"
"878","Person","DONALD J. TRUMP","Organization","THC CHINA TECHNICAL SERVICES LLC","President"
"879","Person","DONALD J. TRUMP","Organization","THC CHINA TECHNICAL SERVICES MANAGER CORP.","President"
"880","Person","DONALD J. TRUMP","Organization","THC DC RESTAURANT HOSPITALITY LLC","President"
"881","Person","DONALD J. TRUMP","Organization","THC DEVELOPMENT BRAZIL LLC","President"
"882","Person","DONALD J. TRUMP","Organization","THC DEVELOPMENT BRAZIL MANAGING MEMBER CORP.","President"
"883","Person","DONALD J. TRUMP","Organization","THC DUBAI II HOTEL MANAGER LLC","President"
"884","Person","DONALD J. TRUMP","Organization","THC DUBAI II HOTEL MANAGER MEMBER CORP.","President"
"885","Person","DONALD J. TRUMP","Organization","THC HOTEL DEVELOPMENT LLC","President"
"886","Person","DONALD J. TRUMP","Organization","THC IMEA DEVELOPMENT LLC","President"
"887","Person","DONALD J. TRUMP","Organization","THC JEDDAH HOTEL ADVISOR LLC","President"
"888","Person","DONALD J. TRUMP","Organization","THC JEDDAH HOTEL ADVISOR MEMBER CORP.","President"
"889","Person","DONALD J. TRUMP","Organization","THC JEDDAH HOTEL MANAGER LLC","President"
"890","Person","DONALD J. TRUMP","Organization","THC JEDDAH HOTEL MANAGER MEMBER CORP.","President"
"891","Person","DONALD J. TRUMP","Organization","THC MIAMI RESTAURANT HOSPITALITY LLC","President"
"892","Person","DONALD J. TRUMP","Organization","THC MIAMI RESTAURANT HOSPITALITY MEMBER CORP.","President"
"893","Person","DONALD J. TRUMP","Organization","THC QATAR HOTEL MANAGER LLC","President"
"894","Person","DONALD J. TRUMP","Organization","THC QATAR HOTEL MANAGER MEMBER CORP.","President"
"895","Person","DONALD J. TRUMP","Organization","THC RIO MANAGER LLC","President"
"896","Person","DONALD J. TRUMP","Organization","THC RIO MANAGING MEMBER CORP.","President"
"897","Person","DONALD J. TRUMP","Organization","THC SALES & MARKETING LLC","President"
"898","Person","DONALD J. TRUMP","Organization","THC SALES & MARKETING MEMBER CORP.","President"
"899","Person","DONALD J. TRUMP","Organization","THC SERVICES SHENZHEN LLC","President"
"901","Person","DONALD J. TRUMP","Organization","THC SHENZHEN HOTEL MANAGER LLC","President"
"903","Person","DONALD J. TRUMP","Organization","THC VANCOUVER MANAGEMENT CORP.","President"
"904","Person","DONALD J. TRUMP","Organization","THC VANCOUVER PAYROLL ULC","President"
"905","Person","DONALD J. TRUMP","Organization","THC VENTURE I LLC","President"
"906","Person","DONALD J. TRUMP","Organization","THC VENTURE I MANAGING MEMBER CORP.","President"
"907","Person","DONALD J. TRUMP","Organization","THC VENTURE II LLC","President"
"908","Person","DONALD J. TRUMP","Organization","THC VENTURE II MANAGING MEMBER CORP.","President"
"909","Person","DONALD J. TRUMP","Organization","THC VENTURE III LLC","President"
"910","Person","DONALD J. TRUMP","Organization","THC VENTURE III MEMBER CORP.","President"
"911","Person","DONALD J. TRUMP","Organization","THE CARIBUSINESS RE CORP.","President"
"914","Person","DONALD J. TRUMP","Organization","THE DONALD J. TRUMP FOUNDATION","President"
"921","Person","DONALD J. TRUMP","Organization","THE TRUMP CORPORATION","President"
"922","Person","DONALD J. TRUMP","Organization","THE TRUMP ENTREPRENEUR INITIATIVE LLC","Member"
"923","Person","DONALD J. TRUMP","Organization","THE TRUMP FOLLIES LLC","President"
"924","Person","DONALD J. TRUMP","Organization","THE TRUMP FOLLIES MEMBER INC.","President"
"926","Person","DONALD J. TRUMP","Organization","THE TRUMP MARKS REAL ESTATE CORP.","President"
"931","Person","DONALD J. TRUMP","Organization","TIGL COMMON AREA MANAGEMENT CORP.","President"
"932","Person","DONALD J. TRUMP","Organization","TIGL COMMON AREA MANAGEMENT HOLDINGS LLC","President"
"933","Person","DONALD J. TRUMP","Organization","TIGL IRELAND ENTERPRISES LIMITED","President"
"934","Person","DONALD J. TRUMP","Organization","TIGL IRELAND MANAGEMENT LIMITED","President"
"935","Person","DONALD J. TRUMP","Organization","TIHC RESERVATIONS LLC","President"
"936","Person","DONALD J. TRUMP","Organization","TIHH MEMBER CORP.","President"
"937","Person","DONALD J. TRUMP","Organization","TIHH MEMBER LLC","President"
"938","Person","DONALD J. TRUMP","Organization","TIHM MEMBER CORP.","President"
"939","Person","DONALD J. TRUMP","Organization","TIHT CHICAGO MEMBER ACQUISITION LLC","President"
"940","Person","DONALD J. TRUMP","Organization","TIHT COMMERCIAL LLC","President"
"941","Person","DONALD J. TRUMP","Organization","TIHT HOLDING COMPANY LLC","President"
"942","Person","DONALD J. TRUMP","Organization","TIHT MEMBER LLC","President"
