"","Entity.A.Type","Entity.A","Entity.B.Type","Entity.B","Connection"
"1412","Person","ERIC TRUMP","Organization","GOLF RECREATION SCOTLAND LIMITED","Director"
"1413","Person","ERIC TRUMP","Organization","NITTO WORLD CO. LIMITED","Director"
"1414","Person","ERIC TRUMP","Organization","SLC TURNBERRY LIMITED","Director"
"1415","Person","ERIC TRUMP","Organization","THE DONALD J. TRUMP FOUNDATION","Director"
"1418","Person","ERIC TRUMP","Organization","TRUMP INTERNATIONAL GOLF CLUB SCOTLAND LIMITED","Director"
"1430","Person","F. PHILIP HANDY","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"1447","Person","FRANK FOTI","Organization","MAR-A-LAGO CLUB, INC","Member"
"1449","Person","FREDERICK RUSTMANN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1459","Person","GARY COHN","Organization","FAIRWAY RESOURCES GP, LLC","Director"
"1462","Person","GARY COHN","Organization","GULFSTREAM TERMINALS & MARKETING LLC","Director"
"1463","Person","GARY COHN","Organization","MLQ BK REO LLC","Director"
"1464","Person","GARY COHN","Organization","MLQ LLC","Director"
"1466","Person","GARY COHN","Organization","OPAL RESOURCES LLC","Director"
"1467","Person","GARY COHN","Organization","REDI TECH LLC","Director"
"1472","Person","GARY TALARICO","Organization","MAR-A-LAGO CLUB, INC","Member"
"1478","Person","GEORGE E. NORCROSS III","Organization","MAR-A-LAGO CLUB, INC","Member"
"1485","Person","GERALD HERTZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"1490","Person","GIL COHEN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1496","Person","GLENN KAPLAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1516","Person","HAMZA ALI ABDULLATIF MUSTAFA","Organization","NITTO WORLD CO. LIMITED","Director"
"1517","Person","HAMZA ALI ABDULLATIF MUSTAFA","Organization","SLC TURNBERRY LIMITED","Director"
"1519","Person","HARVEY KROIZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"1524","Person","HEIDI HOROWITZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"1525","Person","HITOSHI MATSUURA","Organization","NITTO WORLD CO. LIMITED","Director"
"1530","Person","HOWIE CARR","Organization","MAR-A-LAGO CLUB, INC","Member"
"1554","Person","IAN ALISTAIR HUMPHRIES RUSS","Organization","NITTO WORLD CO. LIMITED","Director"
"1555","Person","IAN ALISTAIR HUMPHRIES RUSS","Organization","SLC TURNBERRY LIMITED","Director"
"1568","Person","IRA SCHNEIDER","Organization","MAR-A-LAGO CLUB, INC","Member"
"1570","Person","ISABELLE HERTZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"1592","Person","IVANKA TRUMP","Organization","NITTO WORLD CO. LIMITED","Director"
"1595","Person","IVANKA TRUMP","Organization","SLC TURNBERRY LIMITED","Director"
"1596","Person","IVANKA TRUMP","Organization","THE DONALD J. TRUMP FOUNDATION","Director"
"1598","Person","IVANKA TRUMP","Organization","TRUMP INTERNATIONAL GOLF CLUB SCOTLAND LIMITED","Director"
"1642","Person","JANE SHALAM","Organization","MAR-A-LAGO CLUB, INC","Member"
"1643","Person","JANE SHIPMAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1644","Person","JANET WEINER","Organization","MAR-A-LAGO CLUB, INC","Member"
"1675","Person","JARED KUSHNER","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"1681","Person","JASON D. GREENBLATT","Organization","TRUMP INTERNATIONAL GOLF CLUB SCOTLAND LIMITED","Director"
"1683","Person","JEAN DOYEN DE MONTAILLOU","Organization","MAR-A-LAGO CLUB, INC","Member"
"1687","Person","JEFF GREENE","Organization","MAR-A-LAGO CLUB, INC","Member"
"1699","Person","JEFFREY WEISS","Organization","MAR-A-LAGO CLUB, INC","Member"
"1701","Person","JENNIFER ZELMAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1707","Person","JOEL HIRSCH","Organization","MAR-A-LAGO CLUB, INC","Member"
"1708","Person","JOEL I. KLEIN","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"1713","Person","JOHN COLAMARINO","Organization","MAR-A-LAGO CLUB, INC","Member"
"1714","Person","JOHN DELL SAUTER","Organization","SLC TURNBERRY LIMITED","Director"
"1728","Person","JOHN SHALAM","Organization","MAR-A-LAGO CLUB, INC","Member"
"1729","Person","JOHN SITES","Organization","MAR-A-LAGO CLUB, INC","Member"
"1740","Person","JOSEPH HANKIN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1750","Person","JOSHUA KUSHNER","Organization","HF GLOBAL, INC.","Director"
"1764","Person","JOSHUA KUSHNER","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"1771","Person","JOYCE GRIME","Organization","NITTO WORLD CO. LIMITED","Director"
"1774","Person","JT FOXX","Organization","THE ERIC TRUMP FOUNDATION","Director"
"1776","Person","JUDITH WEISS","Organization","MAR-A-LAGO CLUB, INC","Member"
"1778","Person","JULIA SHEN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1779","Person","JULIAN DAVID WHEATLAND","Organization","SCL GROUP","Director"
"1787","Person","KATHLEEN FUCHS","Organization","MAR-A-LAGO CLUB, INC","Member"
"1793","Person","KATHY CARR","Organization","MAR-A-LAGO CLUB, INC","Member"
"1800","Person","KAZUNORI OHTSUKA","Organization","NITTO WORLD CO. LIMITED","Director"
"1818","Person","KENNETH CHARLES ROSE","Organization","GOLF RECREATION SCOTLAND LIMITED","Director"
"1819","Person","KENNETH JOHN MILLAR","Organization","SLC TURNBERRY LIMITED","Director"
"1820","Person","KENNETH M. DUBERSTEIN","Organization","MAR-A-LAGO CLUB, INC","Member"
"1830","Person","KIMBERLY SORRENTINO","Organization","MAR-A-LAGO CLUB, INC","Member"
"1831","Person","KIMIO NAKAMURA","Organization","NITTO WORLD CO. LIMITED","Director"
"1864","Person","LAETITIA KOCH","Organization","MAR-A-LAGO CLUB, INC","Member"
"1865","Person","LAETITIA RITTMEISTER","Organization","MAR-A-LAGO CLUB, INC","Member"
"1866","Person","LARA LEE YUNASKA","Organization","THE ERIC TRUMP FOUNDATION","Director"
"1867","Person","LARRY GLICK","Organization","THE ERIC TRUMP FOUNDATION","Director"
"1869","Person","LAURENT MORALI","Organization","KUSHNER COMPANIES","President"
"1870","Person","LAWRENCE J. MONE","Organization","RECLAIM NEW YORK","Director"
"1871","Person","LAWRENCE ROLNICK","Organization","MAR-A-LAGO CLUB, INC","Member"
"1875","Person","LEONARD LEO","Organization","RECLAIM NEW YORK","Director"
"1896","Person","LINDA TALARICO","Organization","MAR-A-LAGO CLUB, INC","Member"
"1898","Person","LLOYD MILLER","Organization","MAR-A-LAGO CLUB, INC","Member"
"1902","Person","LYNNE M PATTON","Organization","THE ERIC TRUMP FOUNDATION","Director"
"1925","Person","MARC SOLOMON","Organization","MAR-A-LAGO CLUB, INC","Member"
"1927","Person","MARI ARREDONDO","Organization","MAR-A-LAGO CLUB, INC","Member"
"1932","Person","MARK BURNETT","Organization","MGM TELEVISION","President"
"1937","Person","MARK HERBERT","Organization","SYLVANUS PARTNERS LLC","Member"
"1939","Person","MARK HOLLOWAY","Organization","MAR-A-LAGO CLUB, INC","Member"
"1941","Person","MARK PASQUERELLA","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"1942","Person","MARK SCHECK","Organization","SJ PETRO PUMP INVESTMENT LLC","Member"
"1945","Person","MARTIN SCHLOSSBERG","Organization","MAR-A-LAGO CLUB, INC","Member"
"1946","Person","MARTIN SCHWARTZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"2018","Person","MICA MOSBACHER","Organization","MAR-A-LAGO CLUB, INC","Member"
"2019","Person","MICHAEL BURNS NEILSON","Organization","NITTO WORLD CO. LIMITED","Director"
"2020","Person","MICHAEL BURNS NEILSON","Organization","SLC TURNBERRY LIMITED","Director"
"2021","Person","MICHAEL D. COHEN","Organization","THE ERIC TRUMP FOUNDATION","Director"
"2030","Person","MICHAEL FLYNN","Organization","DEFENSE INTELLIGENCE AGENCY","Director"
"2032","Person","MICHAEL FLYNN","Organization","FLYNN INTEL GROUP LLC","Member"
"2053","Person","MICHAEL KENDALL","Organization","SJ PETRO PUMP INVESTMENT LLC","Member"
"2054","Person","MICHAEL KOVNER","Organization","MAR-A-LAGO CLUB, INC","Member"
"2055","Person","MICHAEL MUELLER","Organization","NITTO WORLD CO. LIMITED","Director"
"2056","Person","MICHAEL MUELLER","Organization","SLC TURNBERRY LIMITED","Director"
"2059","Person","MICHAEL PETER WALE","Organization","NITTO WORLD CO. LIMITED","Director"
"2060","Person","MICHAEL PETER WALE","Organization","SLC TURNBERRY LIMITED","Director"
"2072","Person","MICHIHIRO CHIKUBU","Organization","NITTO WORLD CO. LIMITED","Director"
"2077","Person","MICK MULVANEY","Organization","FORT MILL AREA COUNCIL, YORK COUNTY REGIONAL CHAMBER OF COMMERCE","Member"
"2088","Person","MICK MULVANEY","Organization","THE MULVANEY COMPANY, INC.","President"
"2116","Person","MIKIYASU KAYANUMA","Organization","NITTO WORLD CO. LIMITED","Director"
"2117","Person","MINA PATEL","Organization","MAR-A-LAGO CLUB, INC","Member"
"2120","Person","MITCHELL QUAIN","Organization","MAR-A-LAGO CLUB, INC","Member"
"2132","Person","MYRNA HAFT","Organization","MAR-A-LAGO CLUB, INC","Member"
"2144","Person","NICOLE KUSHNER MEYER","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"2155","Person","NIR EREL MARGALIT","Organization","NITTO WORLD CO. LIMITED","Director"
"2156","Person","NIR EREL MARGALIT","Organization","SLC TURNBERRY LIMITED","Director"
"2179","Person","OMAROSÉ ONEE MANIGAULT","Organization","OMAROSA, INC.","President"
"2199","Person","PAUL GERVAIS","Organization","MAR-A-LAGO CLUB, INC","Member"
"2212","Person","PAUL MANAFORT","Organization","INVESTMENT POLICY ADVISORY COMMITTEE","Member"
"2213","Person","PAUL MANAFORT","Organization","OVERSEAS PRIVATE INVESTMENT CORPORATION","Director"
"2218","Person","PAULA LEED","Organization","MAR-A-LAGO CLUB, INC","Member"
"2237","Person","PHILIP NICOZISIS","Organization","MAR-A-LAGO CLUB, INC","Member"
"2238","Person","PHILLIP NEUMAN","Organization","CARLISLE MANAGEMENT","President"
"2254","Person","RANDI LANE","Organization","MAR-A-LAGO CLUB, INC","Member"
"2255","Person","RAUL BERNL-MORA","Organization","MAR-A-LAGO CLUB, INC","Member"
"2262","Person","REBEKAH MERCER","Organization","GOVERNMENT ACCOUNTABILITY INSTITUTE","Director"
"2268","Person","REBEKAH MERCER","Organization","MERCER FAMILY FOUNDATION","Director"
"2292","Person","REED S. CORDISH","Organization","ENTERTAINMENT CONSULTING INTERNATIONAL","President"
"2319","Person","REGINALD J. BROWN","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"2349","Person","REX TILLERSON","Organization","BUSINESS COUNCIL","Member"
"2351","Person","REX TILLERSON","Organization","BUSINESS ROUNDTABLE","Member"
"2353","Person","REX TILLERSON","Organization","EMERGENCY COMMITTEE FOR AMERICAN TRADE","Member"
"2362","Person","REX TILLERSON","Organization","NATIONAL ACADEMY OF ENGINEERING","Member"
"2363","Person","REX TILLERSON","Organization","NATIONAL PETROLEUM COUNCIL","Member"
"2365","Person","REX TILLERSON","Organization","SOCIETY OF PETROLEUM ENGINEERS","Member"
"2367","Person","REX TILLERSON","Organization","UNITED NEGRO COLLEGE FUND","Director"
"2372","Person","RHONA GRAFF RICCIO","Organization","GOLF RECREATION SCOTLAND LIMITED","Director"
"2381","Person","RICHARD ARON","Organization","MAR-A-LAGO CLUB, INC","Member"
"2382","Person","RICHARD BRUDNER","Organization","MAR-A-LAGO CLUB, INC","Member"
"2387","Person","RICHARD HOROWITZ","Organization","MAR-A-LAGO CLUB, INC","Member"
"2389","Person","RICHARD LEFRAK","Organization","MAR-A-LAGO CLUB, INC","Member"
"2419","Person","ROBERT BERG","Organization","MAR-A-LAGO CLUB, INC","Member"
"2420","Person","ROBERT COTTER","Organization","NITTO WORLD CO. LIMITED","Director"
"2421","Person","ROBERT COTTER","Organization","SLC TURNBERRY LIMITED","Director"
"2423","Person","ROBERT FALK","Organization","MAR-A-LAGO CLUB, INC","Member"
"2425","Person","ROBERT LEE SCOTT","Organization","NITTO WORLD CO. LIMITED","Director"
"2426","Person","ROBERT LEE SCOTT","Organization","SLC TURNBERRY LIMITED","Director"
"2435","Person","ROBERT SHIPMAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"2436","Person","ROBERT SOMMER","Organization","OBSERVER MEDIA GROUP","President"
"2437","Person","ROBERT ZELMAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"2438","Person","ROBERTA BRUDNER","Organization","MAR-A-LAGO CLUB, INC","Member"
"2443","Person","ROGER MICHAEL GABB","Organization","SCL GROUP","Director"
"2449","Person","RONALD ROBINSON","Organization","GOVERNMENT ACCOUNTABILITY INSTITUTE","Director"
"2470","Person","RYAN ZINKE","Organization","GREAT NORTHERN VETERANS PEACE PARK FOUNDATION","President"
"2510","Person","SERGEI MILLIAN","Organization","RUSSIAN-AMERICAN CHAMBER OF COMMERCE IN THE USA","President"
"2516","Person","SERYL KUSHNER","Organization","SERYL CHARLES KUSHNER FAMILY FOUNDATION INC","Director"
"2522","Person","SHARON QUAIN","Organization","MAR-A-LAGO CLUB, INC","Member"
"2523","Person","SHAUN CAIN","Organization","THE ERIC TRUMP FOUNDATION","Director"
"2526","Person","SIMON ISAACS","Organization","MAR-A-LAGO CLUB, INC","Member"
"2536","Person","SOPHIA BARATASHVILI","Organization","MAR-A-LAGO CLUB, INC","Member"
"2541","Person","STEFAAN HAEGEMAN","Organization","NITTO WORLD CO. LIMITED","Director"
"2550","Person","STEPHEN BANNON","Organization","AMERICAN FREEDOM ALLIANCE","Director"
"2551","Person","STEPHEN BANNON","Organization","AMERICAN VANTAGE / HYPNOTIC INC.","President"
"2552","Person","STEPHEN BANNON","Organization","AMERICAN VINTAGE MEDIA CORPORATION","President"
"2556","Person","STEPHEN BANNON","Organization","BANNON STRATEGIC ADVISORS, INC.","President"
"2557","Person","STEPHEN BANNON","Organization","BANNON, VORSE & CO.","President"
"2571","Person","STEPHEN BANNON","Organization","TABLOTT, BANNON & CO.","President"
"2591","Person","STEVEN LEVINE","Organization","THE ERIC TRUMP FOUNDATION","Director"
"2616","Person","STEVEN MNUCHIN","Organization","DUNE CAPITAL INTERNATIONAL LTD","Director"
"2653","Person","STEVEN MNUCHIN","Organization","LEFRAK TRUST COMPANY","Director"
"2671","Person","STEVEN MNUCHIN","Organization","SEARS HOLDINGS INC.","Director"
"2711","Person","STEWART SELBIE","Organization","SLC TURNBERRY LIMITED","Director"
"2716","Person","SUSAN FALK","Organization","MAR-A-LAGO CLUB, INC","Member"
"2717","Person","SUSAN KAPLAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"2718","Person","SUSAN MILLER","Organization","MAR-A-LAGO CLUB, INC","Member"
"2725","Person","TAKASHI NIINO","Organization","NITTO WORLD CO. LIMITED","Director"
"2727","Person","TATSUYA MATSUURA","Organization","NITTO WORLD CO. LIMITED","Director"
"2806","Person","THEODORE BERMAN","Organization","MAR-A-LAGO CLUB, INC","Member"
"2807","Person","THEODORE WILLIAM DARNELL","Organization","NITTO WORLD CO. LIMITED","Director"
"2808","Person","THEODORE WILLIAM DARNELL","Organization","SLC TURNBERRY LIMITED","Director"
"2809","Person","THOMAS EDWIN JUNIOR DUPAR","Organization","NITTO WORLD CO. LIMITED","Director"
"2810","Person","THOMAS EDWIN JUNIOR DUPAR","Organization","SLC TURNBERRY LIMITED","Director"
"2811","Person","THOMAS FUCHS","Organization","MAR-A-LAGO CLUB, INC","Member"
"2812","Person","THOMAS HUTCHINSON","Organization","MAR-A-LAGO CLUB, INC","Member"
"2825","Person","THOMAS M. SPARICO","Organization","THE ERIC TRUMP FOUNDATION","Director"
"2827","Person","THOMAS PETERFFY","Organization","MAR-A-LAGO CLUB, INC","Member"
"2915","Person","TIFFANY ISAACS","Organization","MAR-A-LAGO CLUB, INC","Member"
"2938","Person","TOM BOSSERT","Organization","CIVIL DEFENSE SOLUTIONS","President"
"2948","Person","TOM PRICE","Organization","ASSOCIATION OF AMERICAN PHYSICIANS AND SURGEONS","Member"
"2950","Person","TOM PRICE","Organization","CHATTAHOOCHEE NATURE CENTER","Member"
"2953","Person","TOM PRICE","Organization","GEORGIA ENSEMBLE THEATER","Member"
"2958","Person","TOM PRICE","Organization","ROSWELL CLEAN AND BEAUTIFUL","Member"
"2975","Person","TRICIA HOLLOWAY","Organization","MAR-A-LAGO CLUB, INC","Member"
"3165","Person","URS LEDERMANN","Organization","MAR-A-LAGO CLUB, INC","Member"
"3201","Person","WHITNEY SCHNEIDER","Organization","MAR-A-LAGO CLUB, INC","Member"
"3203","Person","WILBUR ROSS","Organization","5 HERTFORD STREET","Member"
"3206","Person","WILBUR ROSS","Organization","ABSOLUTE RECOVERY HEDGE FUND, LTD.","Director"
"3207","Person","WILBUR ROSS","Organization","ABSOLUTE RECOVERY MASTER FUND LTD.","Director"
"3208","Person","WILBUR ROSS","Organization","AIR LEASE","Director"
"3209","Person","WILBUR ROSS","Organization","ALLIS-CHALMERS CORP.","Director"
"3211","Person","WILBUR ROSS","Organization","AMERICAN FRIENDS OF THE RENE MAGRITTE MUSEUM","President"
"3212","Person","WILBUR ROSS","Organization","ARCELORMITTAL","Director"
"3213","Person","WILBUR ROSS","Organization","ASSURED GUARANTY","Director"
"3215","Person","WILBUR ROSS","Organization","BANK OF IRELAND","Director"
"3216","Person","WILBUR ROSS","Organization","BANKUNITED","Director"
"3217","Person","WILBUR ROSS","Organization","BIOCRAFT LABS, INC.","Director"
"3219","Person","WILBUR ROSS","Organization","BLUE OCEAN RE HOLDINGS LTD","Director"
"3220","Person","WILBUR ROSS","Organization","BRIARCLIFF CONDOMINIUM APARTMENT BUILDING","Director"
"3221","Person","WILBUR ROSS","Organization","BRITISHAMERICAN BUSINESS, INC.","Director"
"3224","Person","WILBUR ROSS","Organization","BUSINESS ROUNDTABLE","Member"
"3227","Person","WILBUR ROSS","Organization","CENTURY ASSOCIATION","Member"
"3230","Person","WILBUR ROSS","Organization","CLUB COLLETTE","Member"
"3231","Person","WILBUR ROSS","Organization","COCONUTS","Member"
"3236","Person","WILBUR ROSS","Organization","EURO WAGON II LTD.","Director"
"3237","Person","WILBUR ROSS","Organization","EURO WAGON LTD.","Director"
"3239","Person","WILBUR ROSS","Organization","FRESCA CREDIT LAND CO.","Director"
"3240","Person","WILBUR ROSS","Organization","FUR VAULT INC.","Director"
"3241","Person","WILBUR ROSS","Organization","GREENBRIER","Director"
"3242","Person","WILBUR ROSS","Organization","HALLA CEMENT","Director"
"3243","Person","WILBUR ROSS","Organization","HARRY'S BAR","Member"
"3245","Person","WILBUR ROSS","Organization","HARVARD BUSINESS SCHOOL CLUB OF NEW YORK, INC.","Director"
"3246","Person","WILBUR ROSS","Organization","HARVARD CLUB OF THE PALM BEACHES","Member"
"3247","Person","WILBUR ROSS","Organization","HARVARD UNIVERSITY COMMITTEE ON UNIVERSITY RESOURCES","Member"
"3249","Person","WILBUR ROSS","Organization","HUANENG INVESCO WLR INVESTMENT CONSULTING COMPANY LTD.","Director"
"3250","Person","WILBUR ROSS","Organization","IAC ASIA HOLDINGS, INC.","Director"
"3251","Person","WILBUR ROSS","Organization","IAC MEXICO HOLDINGS, INC.","Director"
"3252","Person","WILBUR ROSS","Organization","IAC SPARTANBURG, INC.","Director"
"3253","Person","WILBUR ROSS","Organization","IAC U.S. HOLDINGS, INC.","Director"
"3254","Person","WILBUR ROSS","Organization","IACNA INTERNATIONAL, INC.","Director"
"3255","Person","WILBUR ROSS","Organization","IACNA KOREA, INC.","Director"
"3257","Person","WILBUR ROSS","Organization","INDIA ASSET RECOVERY GP LTD.","Director"
"3258","Person","WILBUR ROSS","Organization","INDIA ASSET RECOVERY MANAGEMENT LIMITED","Director"
"3270","Person","WILBUR ROSS","Organization","INVESCO PRIVATE CAPITAL INVESTMENTS, INC.","Director"
"3271","Person","WILBUR ROSS","Organization","INVESCO PRIVATE CAPITAL, INC.","Director"
"3272","Person","WILBUR ROSS","Organization","INVESCO WLR LIMITED","Director"
"3273","Person","WILBUR ROSS","Organization","INVESCO WLR PRIVATE EQUITY INVESTMENT MANAGEMENT LTD.","Director"
"3277","Person","WILBUR ROSS","Organization","KANSAI SAWAYAKA BANK","Director"
"3278","Person","WILBUR ROSS","Organization","KAPPA BETA PHI","Member"
"3279","Person","WILBUR ROSS","Organization","MARK'S CLUB","Member"
"3280","Person","WILBUR ROSS","Organization","MONTPELIER RE HOLDINGS LTD.","Director"
"3281","Person","WILBUR ROSS","Organization","MORY'S ASSOCIATION","Member"
"3289","Person","WILBUR ROSS","Organization","NEW YORK SOCIETY OF SECURITY ANALYSTS","Member"
"3292","Person","WILBUR ROSS","Organization","NIKKO ELECTRIC INDUSTRY CO. LTD.","Director"
"3293","Person","WILBUR ROSS","Organization","OCM, LTD.","Director"
"3294","Person","WILBUR ROSS","Organization","OCWEN FINANCIAL CORP.","Director"
"3295","Person","WILBUR ROSS","Organization","OHIZUMI MANUFACTURING","Director"
"3302","Person","WILBUR ROSS","Organization","PB MATERIALS HOLDINGS, INC.","Director"
"3303","Person","WILBUR ROSS","Organization","PERMALI DO BRASIL INDUSTRIA E COMERCIO LTDA","Director"
"3304","Person","WILBUR ROSS","Organization","PHOENIX INTERNATIONAL HOLDING CO.","Director"
"3305","Person","WILBUR ROSS","Organization","PLASCAR","Director"
"3306","Person","WILBUR ROSS","Organization","REVERE COPPER COMPANY","Director"
"3307","Person","WILBUR ROSS","Organization","RH CEMENT","Director"
"3317","Person","WILBUR ROSS","Organization","SPICEJET, LTD.","Director"
"3318","Person","WILBUR ROSS","Organization","STARBOARD GP LTD.","Director"
"3320","Person","WILBUR ROSS","Organization","SUN BANCORP","Director"
"3321","Person","WILBUR ROSS","Organization","SUN NATIONAL BANK","Director"
"3322","Person","WILBUR ROSS","Organization","SYMS CORP.","Director"
"3323","Person","WILBUR ROSS","Organization","TALMER BANCORP","Director"
"3324","Person","WILBUR ROSS","Organization","THE BEACH CLUB","Member"
"3325","Person","WILBUR ROSS","Organization","THE COMMITTEE ON CAPITAL MARKET REGULATION INC.","Director"
"3327","Person","WILBUR ROSS","Organization","THE RIVER CLUB","Member"
"3328","Person","WILBUR ROSS","Organization","TONG YANG LIFE","Director"
"3334","Person","WILBUR ROSS","Organization","WL ROSS & CO. (INDIA) LLC","Director"
"3336","Person","WILBUR ROSS","Organization","WL ROSS GROUP (CAYMAN) LTD.","Director"
"3337","Person","WILBUR ROSS","Organization","WLR CARDINAL ASSOCIATES LTD.","Director"
"3338","Person","WILBUR ROSS","Organization","WLR CARDINAL MEZZANINE FUND L.P.","Director"
"3339","Person","WILBUR ROSS","Organization","WLR CHINA ENERGY ASSOCIATES, LTD.","Director"
"3340","Person","WILBUR ROSS","Organization","WLR EURO WAGON MANAGEMENT LTD.","Director"
"3342","Person","WILBUR ROSS","Organization","WLR IV LOANS AIV FEEDER (CAYMAN), LTD.","Director"
"3346","Person","WILBUR ROSS","Organization","WLR RECOVERY ASSOCIATES IV DSS AIV GP, LTD.","Director"
"3348","Person","WILBUR ROSS","Organization","WLR RECOVERY ASSOCIATES V DSS AIV GP, LTD.","Director"
"3350","Person","WILBUR ROSS","Organization","WLR SELECT ASSOCIATES DSS GP, LTD.","Director"
"3352","Person","WILBUR ROSS","Organization","WLR/GS (INDIA) LIMITED","Director"
"3354","Person","WILBUR ROSS","Organization","YALE CLUB OF THE PALM BEACHES","Member"
"3361","Person","WILLIAM I. KOCH","Organization","MAR-A-LAGO CLUB, INC","Member"
"3363","Person","WILLIAM OBERNDORF","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"3373","Person","YOSHIO MATSUURA","Organization","NITTO WORLD CO. LIMITED","Director"
